measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
1,Deaths,44634,High-middle SDI,1,Male,22,All ages,572,Eating disorders,1,Number,2018,4.219354155813249,6.998486680405188,0.8278312792917281
1,Deaths,44634,High-middle SDI,2,Female,22,All ages,572,Eating disorders,1,Number,2018,36.50337370705742,42.041553700792306,29.927426380706855
1,Deaths,44634,High-middle SDI,3,Both,22,All ages,572,Eating disorders,1,Number,2018,40.72272786287063,46.96303285719878,31.871246789832597
1,Deaths,44634,High-middle SDI,1,Male,22,All ages,572,Eating disorders,2,Percent,2018,7.162609421818415e-07,1.158897409538929e-06,1.4294481054293323e-07
1,Deaths,44634,High-middle SDI,2,Female,22,All ages,572,Eating disorders,2,Percent,2018,7.2571469490094625e-06,8.20741395226125e-06,5.997197804439024e-06
1,Deaths,44634,High-middle SDI,3,Both,22,All ages,572,Eating disorders,2,Percent,2018,3.7339954948638407e-06,4.288978924368509e-06,2.9206915798006087e-06
1,Deaths,44634,High-middle SDI,1,Male,22,All ages,572,Eating disorders,3,Rate,2018,0.0006541715658714221,0.0010850501809958962,0.00012834753003738644
1,Deaths,44634,High-middle SDI,2,Female,22,All ages,572,Eating disorders,3,Rate,2018,0.0056518197042378,0.006509296469684136,0.00463366535578336
1,Deaths,44634,High-middle SDI,3,Both,22,All ages,572,Eating disorders,3,Rate,2018,0.003154694110895279,0.003638115886619355,0.002468990655374217
1,Deaths,44634,High-middle SDI,1,Male,22,All ages,573,Anorexia nervosa,1,Number,2018,4.219354155813249,6.998486680405188,0.8278312792917281
1,Deaths,44634,High-middle SDI,2,Female,22,All ages,573,Anorexia nervosa,1,Number,2018,36.50337370705742,42.041553700792306,29.927426380706855
1,Deaths,44634,High-middle SDI,3,Both,22,All ages,573,Anorexia nervosa,1,Number,2018,40.72272786287063,46.96303285719878,31.871246789832597
1,Deaths,44634,High-middle SDI,1,Male,22,All ages,573,Anorexia nervosa,2,Percent,2018,7.162609421818415e-07,1.158897409538929e-06,1.4294481054293323e-07
1,Deaths,44634,High-middle SDI,2,Female,22,All ages,573,Anorexia nervosa,2,Percent,2018,7.2571469490094625e-06,8.20741395226125e-06,5.997197804439024e-06
1,Deaths,44634,High-middle SDI,3,Both,22,All ages,573,Anorexia nervosa,2,Percent,2018,3.7339954948638407e-06,4.288978924368509e-06,2.9206915798006087e-06
1,Deaths,44634,High-middle SDI,1,Male,22,All ages,573,Anorexia nervosa,3,Rate,2018,0.0006541715658714221,0.0010850501809958962,0.00012834753003738644
1,Deaths,44634,High-middle SDI,2,Female,22,All ages,573,Anorexia nervosa,3,Rate,2018,0.0056518197042378,0.006509296469684136,0.00463366535578336
