mesh,work_id,publication_year
D000856,2398489963,2016
D001523,2304050347,2016
D012559,2538462452,2016
D012559,2538462452,2016
D001523,2384205531,2016
D012559,2234053937,2016
D012559,2234053937,2016
D008607,2279889298,2016
D001523,2556475941,2016
D001523,2556475941,2016
D012559,2520815830,2016
D001523,2559044915,2016
D008607,2566020884,2016
D001714,2490427401,2016
D001714,2490427401,2016
D008607,2279103596,2016
D012559,2553126642,2016
D001523,2474702477,2016
D001008,2517424278,2016
D008607,2492628082,2016
D001523,2510194183,2016
D001523,2567308444,2016
D012559,2281185640,2016
D001289,2403002217,2016
D001289,2515501400,2016
D019955,2470863289,2016
D001321,2415311938,2016
D001523,2531301769,2016
D001523,2261940455,2016
D008607,2536810722,2016
D019964,2222424806,2016
D001068,2464502292,2016
D003865,2252543779,2016
D003865,2252543779,2016
D001523,2505115395,2016
D001714,2299031941,2016
D001008,2359671010,2016
D008607,2270231851,2016
D001008,2270231851,2016
D001289,2343499062,2016
D001289,2343499062,2016
D003865,2334989530,2016
D001523,2274349083,2016
D012559,2559444780,2016
D003865,2542623228,2016
D001523,2529180687,2016
D001008,2552016135,2016
D001523,2561468262,2016
D001714,2430482017,2016
D001068,2323499586,2016
D003865,2337517189,2016
D001008,2337517189,2016
D001714,2317166132,2016
D012559,2325615500,2016
D012559,2510417601,2016
D001523,2518350988,2016
D008607,2405298355,2016
D008607,2405298355,2016
D001523,2559887462,2016
D008607,2523644024,2016
D003865,2526743122,2016
D003865,2526743122,2016
D001714,2389656379,2016
D001523,2268975530,2016
D001068,2408955523,2016
D001068,2508385859,2016
D001523,2276761192,2016
D003865,2336551982,2016
D001523,2422881696,2016
D001289,2300804324,2016
D001523,2471651178,2016
D019964,2515317188,2016
D001714,2515317188,2016
D012559,2549890327,2016
D012559,2525406651,2016
D001068,2541699869,2016
D001289,2552136917,2016
D019964,2347150456,2016
D001068,2251747235,2016
D001714,2507813024,2016
D008607,2543505374,2016
D001523,2529819259,2016
D001523,2323141693,2016
D001523,2323141693,2016
D000856,2541957118,2016
D001523,2345033178,2016
D001714,2340620158,2016
D003865,2340620158,2016
D003865,2509761723,2016
D001523,2325766276,2016
D001523,2325766276,2016
D001523,2291000243,2016
D012559,2269558388,2016
D001008,2289383483,2016
D001289,2319819542,2016
D001008,2555656519,2016
D012559,2300975448,2016
D001523,2531812670,2016
D001523,2531812670,2016
D003865,2553543734,2016
D000856,2273607783,2016
D001523,2340765001,2016
D001008,2294501654,2016
D001008,2294501654,2016
D001008,2403836966,2016
D003865,2403836966,2016
D003865,2520553648,2016
D001523,2334751970,2016
D008607,2294781241,2016
D001068,2514543848,2016
D000856,2495645836,2016
D052018,2495645836,2016
D008607,2416869772,2016
D003865,2278413213,2016
D001714,2336997021,2016
D003865,2462301517,2016
D019955,2407511979,2016
D012559,2409356032,2016
D001523,2288580362,2016
D001523,2401570602,2016
D012559,2497213363,2016
D012559,2530908734,2016
D012559,2293900257,2016
D001289,2324049462,2016
D001714,2438210882,2016
D001008,2298836947,2016
D012559,2536682518,2016
D012559,2564928946,2016
D012559,2548043108,2016
D001523,2483671964,2016
D012559,2403627316,2016
D001523,2539798162,2016
D001523,2550878516,2016
D001523,2462596148,2016
D012559,2519480547,2016
D012559,2526163585,2016
D001289,4238708170,2016
D001523,2523515113,2016
D008607,2336683011,2016
D001523,2340412424,2016
D001523,2510771769,2016
D001523,2287279295,2016
D001068,2521917603,2016
D012559,2336468673,2016
D001714,2529341272,2016
D019964,2529341272,2016
D012559,2520748604,2016
D003865,2522916722,2016
D001008,2522916722,2016
D003865,2465266695,2016
D001523,2404805569,2016
D001523,2413873059,2016
D012559,2507319453,2016
D001008,2483597952,2016
D001523,2536215123,2016
D001008,2317324200,2016
D019964,2317324200,2016
D001523,2566078274,2016
D008607,2561396781,2016
D001008,2460456446,2016
D003865,2338481706,2016
D001714,2550203158,2016
D003865,2550203158,2016
D001289,2549967917,2016
D008607,2472188752,2016
D001523,2492408972,2016
D001523,2492408972,2016
D001523,2259505832,2016
D012559,2560792570,2016
D001523,2312810112,2016
D008607,2560699744,2016
D001714,2299839948,2016
D001523,2514358233,2016
D001714,2498298636,2016
D008607,2511819372,2016
D012559,2461421871,2016
D000856,2258707882,2016
D001714,2564444022,2016
D001523,2567081223,2016
D001289,2527398109,2016
D001289,2327969625,2016
D001523,2331033870,2016
D012559,2588619753,2016
D003865,2273161231,2016
D003865,2273161231,2016
D012559,2486995625,2016
D012559,2521616097,2016
D008607,2498852775,2016
D000856,2342924208,2016
D001321,2547912129,2016
D001523,2547059605,2016
D001523,2518354110,2016
D001523,2467975599,2016
D001289,2530692181,2016
D003865,2493777879,2016
D001289,2341828792,2016
D001068,2340933326,2016
D001523,2292390932,2016
D001523,2512273152,2016
D001714,2283269822,2016
D003865,2306296749,2016
D001523,2470545286,2016
D012559,2231750156,2016
D001523,2515838411,2016
D003865,2526989977,2016
D003865,2551441990,2016
D012559,2273106083,2016
D003865,2522560600,2016
D012559,2287248729,2016
D001714,2287248729,2016
D001523,2329693058,2016
D001289,2548444660,2016
D012559,2560703170,2016
D001008,2462592197,2016
D012559,2539425409,2016
D003865,2428350633,2016
D000856,2346157021,2016
D000856,2346157021,2016
D001289,2519870702,2016
D001714,2519599559,2016
D012559,2519599559,2016
D001523,2465300579,2016
D001523,2523975554,2016
D001321,2345872846,2016
D019964,2368062856,2016
D012559,2517339036,2016
D012559,4240455943,2016
D001321,2461476914,2016
D001008,2481920159,2016
D001523,2257984621,2016
D003865,2501473682,2016
D001289,2341536712,2016
D012559,2482284582,2016
D000856,2464333021,2016
D001068,2529107724,2016
D001068,2529107724,2016
D001523,2565412995,2016
D001008,2559747814,2016
D012559,2560137696,2016
D001008,2581063631,2016
D001008,2581063631,2016
D001008,2589315931,2016
D019955,2528797567,2016
D001289,2528797567,2016
D001523,2489090426,2016
D001523,2345352690,2016
D001523,2406999337,2016
D001523,2406999337,2016
D001008,1877102223,2016
D001068,2473187508,2016
D012559,2313558199,2016
D001008,2373667178,2016
D012559,2563287051,2016
D019964,2251188779,2016
D003865,2518324342,2016
D001008,2263248765,2016
D001523,2504570392,2016
D003865,2299371046,2016
D012559,2612320699,2016
D001321,2464547261,2016
D001321,2464547261,2016
D003865,2468100861,2016
D003865,2336585992,2016
D001523,2337297736,2016
D003865,2274321753,2016
D012559,2460502989,2016
D008607,2514093187,2016
D012559,2555582253,2016
D012559,2280347999,2016
D012559,2280347999,2016
D001523,2530002265,2016
D001289,2335938807,2016
D012559,2511346127,2016
D003865,2539414647,2016
D019263,2539414647,2016
D003865,2560719772,2016
D008607,2417551036,2016
D003865,2300481764,2016
D001008,2529387936,2016
D001714,2239266235,2016
D000856,2403804632,2016
D003865,2522758689,2016
D003865,2522758689,2016
D008607,2343379255,2016
D001523,2473971388,2016
D001321,2548120249,2016
D012559,2399672657,2016
D012559,2475833306,2016
D001714,2564013819,2016
D008607,2561596910,2016
D001008,2523786414,2016
D003865,2507183692,2016
D001523,2221928950,2016
D001523,2406771186,2016
D001068,2516056950,2016
D001289,2462553664,2016
D001714,2501180135,2016
D001714,2501180135,2016
D012559,2553017191,2016
D001714,2530102591,2016
D001714,2533399539,2016
D001289,2503848316,2016
D012559,2342109997,2016
D012559,2522386065,2016
D000856,2340013527,2016
D003865,2491786871,2016
D003865,2491786871,2016
D012559,2330454185,2016
D012559,2330454185,2016
D012559,2519907042,2016
D012559,2519907042,2016
D012559,2559145593,2016
D001008,2559145593,2016
D001714,2559145593,2016
D001523,2398957112,2016
D001523,2279073929,2016
D001523,2279073929,2016
D012559,2344082843,2016
D003865,2344082843,2016
D001714,2344082843,2016
D012559,2511876277,2016
D019955,2314640145,2016
D019955,2314640145,2016
D019964,2562972961,2016
D012559,2362384227,2016
D001008,2528668545,2016
D001289,2551383198,2016
D001008,2289907621,2016
D001008,2523055355,2016
D001289,2562110623,2016
D001289,2565399809,2016
D008607,2278813036,2016
D001523,2543481269,2016
D001523,2297500017,2016
D001714,2551002004,2016
D001523,2264968031,2016
D001714,2550374923,2016
D003865,2550374923,2016
D003865,2565525190,2016
D008607,2519047413,2016
D000856,2551245631,2016
D001523,2554282961,2016
D001523,2258572203,2016
D001523,2261923676,2016
D001523,2409554001,2016
D012559,2511963139,2016
D001008,2521785847,2016
D001523,2225251062,2016
D001523,2294992814,2016
D001321,2546508220,2016
D001321,2546508220,2016
D012559,2407519759,2016
D012559,2407519759,2016
D012559,2509062846,2016
D012559,2409000311,2016
D001714,2290585261,2016
D001714,2326499369,2016
D012559,2268217601,2016
D012559,2268217601,2016
D001068,2269872795,2016
D001523,2544365463,2016
D001523,2544365463,2016
D000856,2294849690,2016
D001289,2550922835,2016
D001289,2552255852,2016
D001523,2283931641,2016
D003865,2344520703,2016
D001321,2570509524,2016
D008607,2570509524,2016
D001008,2554208398,2016
D000856,2303009170,2016
D001523,2512602319,2016
D003865,2481110406,2016
D001008,2394726699,2016
D019964,2394726699,2016
D001523,2505428870,2016
D001523,2505428870,2016
D003865,2547425734,2016
D003865,2547425734,2016
D003865,2232333921,2016
D001523,2409521424,2016
D001289,2565374528,2016
D012559,2519257734,2016
D001289,2414766253,2016
D001523,2549676760,2016
D008607,2514653587,2016
D001523,2291888385,2016
D001523,2477221928,2016
D001714,2261629858,2016
D003865,2298869163,2016
D001289,2560227428,2016
D001523,2340018125,2016
D012559,2411492482,2016
D012559,2411492482,2016
D001289,2553179036,2016
D012559,2319011277,2016
D012559,2507186167,2016
D012559,2485147471,2016
D012559,2485147471,2016
D001523,2554500880,2016
D001523,2468162440,2016
D001714,2561004343,2016
D000856,2473534738,2016
D003865,2350135113,2016
D003865,2539373459,2016
D001523,2422609283,2016
D001523,2416789181,2016
D001523,2559785976,2016
D003865,2541880314,2016
D000856,2519776803,2016
D001008,2521388699,2016
D001523,2509734121,2016
D001714,2496884369,2016
D001523,2517232411,2016
D012559,2603835018,2016
D001714,2408208681,2016
D000856,2270279708,2016
D000856,2270279708,2016
D012559,2290474158,2016
D001523,2289766552,2016
D001523,2567029524,2016
D012559,4249786351,2016
D012559,4249786351,2016
D001714,2516497945,2016
D001289,2321904998,2016
D012559,2343248728,2016
D001008,2319437186,2016
D012559,2567153050,2016
D001289,2553919016,2016
D001523,2602398171,2016
D001523,2548493230,2016
D001523,2519877960,2016
D001714,2407430603,2016
D001523,2507697665,2016
D001321,2330196942,2016
D012559,2513976282,2016
D001714,2551640496,2016
D001714,2551640496,2016
D003865,2555509970,2016
D000856,2404486108,2016
D003865,2275368612,2016
D001714,2556436667,2016
D012559,2556436667,2016
D001289,2346076056,2016
D001068,2407513801,2016
D001523,2288897567,2016
D003865,2562912443,2016
D012559,2490180822,2016
D001289,2275189340,2016
D001289,2463135535,2016
D001714,2561937922,2016
D001523,2403914661,2016
D008607,2538525323,2016
D001068,2511961390,2016
D001008,2417598962,2016
D001523,2414414838,2016
D001523,2505293093,2016
D001068,2547225887,2016
D001008,2523729379,2016
D012559,2479500944,2016
D012559,2479500944,2016
D001008,2528643610,2016
D001008,2528643610,2016
D008607,2538051384,2016
D001289,2565331137,2016
D001523,2511815093,2016
D012559,2484050758,2016
D001523,4241646587,2016
D001523,2554354840,2016
D012559,2467740769,2016
D012559,2560038426,2016
D001289,2339535034,2016
D012559,2487050018,2016
D001008,2563779470,2016
D012559,2521049653,2016
D001523,2980332149,2016
D012559,4211145950,2016
D003865,2529737593,2016
D008607,2339536054,2016
D001289,2337460113,2016
D001289,2337460113,2016
D001289,2285132059,2016
D001523,2544810311,2016
D003865,2564857019,2016
D001068,2509168265,2016
D001523,2529484273,2016
D001523,2342380143,2016
D003865,2287990379,2016
D003865,2287990379,2016
D001714,2492090351,2016
D001714,2492090351,2016
D000856,2307555943,2016
D001068,2307555943,2016
D012559,3023049179,2016
D001714,3023049179,2016
D003865,3023049179,2016
D001321,2556915484,2016
D001321,2556915484,2016
D003865,2342750009,2016
D012559,2545178333,2016
D001714,2336511170,2016
D001714,2336511170,2016
D012559,2555190011,2016
D001008,2354462276,2016
D003865,2559978289,2016
D001714,2411755583,2016
D001523,2565517058,2016
D001523,2565517058,2016
D019964,2414445206,2016
D001008,2414445206,2016
D001523,2532112812,2016
D003865,2332755215,2016
D001523,2509699982,2016
D003865,2279207618,2016
D001008,2516067002,2016
D012559,2494264629,2016
D001523,2494264629,2016
D001289,2398664407,2016
D001523,2540240976,2016
D001714,2294310310,2016
D001289,2286841371,2016
D001523,2345546467,2016
D003865,2336189935,2016
D001068,2550520515,2016
D003865,2292883650,2016
D008607,4245848825,2016
D001523,2320726775,2016
D003865,2326649283,2016
D001008,2331848523,2016
D001523,2345878484,2016
D001523,2345878484,2016
D001289,2488614782,2016
D012559,2290624546,2016
D012559,2531446585,2016
D003865,2532930732,2016
D001321,2553456259,2016
D001321,2553456259,2016
D012559,2253685540,2016
D001523,2522475603,2016
D001523,2339262543,2016
D003865,2339262543,2016
D012559,2530283546,2016
D000856,2539105985,2016
D003865,2550587537,2016
D001068,2425164740,2016
D001523,2298314219,2016
D001523,2410236993,2016
D012559,2288731013,2016
D008607,2508856096,2016
D003865,2568822923,2016
D003865,2568822923,2016
D003865,2297950120,2016
D003865,2297950120,2016
D001008,2343079527,2016
D001008,2343079527,2016
D012559,2346917124,2016
D001289,2485845414,2016
D001008,2530843363,2016
D003865,2277683394,2016
D003865,2277683394,2016
D001008,2326989801,2016
D001523,2343091271,2016
D008607,2338302467,2016
D012559,2512962999,2016
D001714,2460094978,2016
D001008,2466473540,2016
D001523,2343135605,2016
D008607,2594244209,2016
D001714,2315918461,2016
D001008,2323996025,2016
D012559,2547465790,2016
D001321,2521686427,2016
D012559,2250658787,2016
D003865,2547517062,2016
D001068,2557170746,2016
D001289,2507963438,2016
D001523,2558137276,2016
D001321,2581438204,2016
D000856,2410317338,2016
D001523,2321372954,2016
D001523,2321372954,2016
D001523,2539548426,2016
D001714,2529136063,2016
D003865,2529136063,2016
D012559,2216188443,2016
D003865,2576855165,2016
D001714,2532472854,2016
D001523,2417432436,2016
D012559,2287210351,2016
D001523,2466280911,2016
D012559,2323894559,2016
D001068,2544218287,2016
D008607,2293910176,2016
D012559,2514584249,2016
D001523,2567052441,2016
D001523,2237522548,2016
D001008,2293115986,2016
D001523,2530010570,2016
D001523,2530010570,2016
D001008,2593652608,2016
D001068,2488796961,2016
D003865,2400938511,2016
D001008,2560611556,2016
D001523,2514097188,2016
D012559,2549677366,2016
D003865,2549677366,2016
D003865,2549677366,2016
D001714,2549677366,2016
D001714,2549677366,2016
D012559,2287360804,2016
D001523,2441086629,2016
D001523,2345694382,2016
D008607,2230923754,2016
D001523,2511943962,2016
D001523,2511943962,2016
D003865,2416179841,2016
D003865,2225508441,2016
D003865,2225508441,2016
D001523,2558742190,2016
D001523,2558742190,2016
D001289,2468581592,2016
D001289,2468581592,2016
D003865,2339691855,2016
D001289,2548949254,2016
D001008,2519012446,2016
D001714,2292198466,2016
D001523,2268472186,2016
D003865,2559989913,2016
D001289,2409421901,2016
D001289,2258576554,2016
D012559,2288923216,2016
D012559,2288923216,2016
D001523,2565161983,2016
D001523,2565161983,2016
D003865,2464200437,2016
D012559,2474247303,2016
D012559,2551102722,2016
D012559,2530695124,2016
D012559,2530695124,2016
D012559,2519221794,2016
D001523,2519037422,2016
D012559,2408219758,2016
D008607,2408219758,2016
D001289,2444616558,2016
D019964,2589173318,2016
D001321,2385790799,2016
D001523,2549973155,2016
D012559,2566940063,2016
D001523,2342527803,2016
D001523,2282545051,2016
D001523,2526538046,2016
D001523,2513799194,2016
D001523,2513799194,2016
D001714,2343017186,2016
D001714,2343017186,2016
D003865,2234892047,2016
D001523,2303026947,2016
D012559,2531235086,2016
D012559,2517910345,2016
D001289,2483513341,2016
D000856,2416641010,2016
D001523,2283158642,2016
D001523,2283158642,2016
D001714,2320945980,2016
D001714,2320945980,2016
D000856,2519896474,2016
D001523,4239743224,2016
D001523,2507418551,2016
D001289,2403247847,2016
D001289,2548353193,2016
D001289,2525014147,2016
D001289,2525014147,2016
D008607,2398237484,2016
D001523,2340713378,2016
D012559,2522298456,2016
D001523,2297267401,2016
D001289,2533821635,2016
D003865,2566701931,2016
D001523,2417948238,2016
D001523,2519306471,2016
D001714,2499438077,2016
D001714,2499438077,2016
D001714,2263524518,2016
D000856,2304381542,2016
D000856,2304381542,2016
D000856,2546824051,2016
D001523,2339043773,2016
D001008,2552045234,2016
D000856,2412286976,2016
D001714,2416561488,2016
D003865,2518720585,2016
D003865,2518720585,2016
D001289,2562469273,2016
D001714,2547245396,2016
D001523,2292887521,2016
D001523,2468203751,2016
D019964,2264352231,2016
D001068,2280269579,2016
D008607,2338538457,2016
D012559,2538777383,2016
D001523,2516579537,2016
D012559,2417648199,2016
D001008,2533868345,2016
D001523,2463952626,2016
D008607,2342952218,2016
D001523,2521335361,2016
D012559,2480488120,2016
D008607,2515459299,2016
D001714,2406053276,2016
D001523,2560607610,2016
D001523,2484719735,2016
D019964,2314144602,2016
D001523,2559883979,2016
D001714,2287213367,2016
D001523,2558055076,2016
D001714,2561425527,2016
D012559,2561425527,2016
D012559,2520709574,2016
D012559,2520709574,2016
D008607,2530013961,2016
D003865,2550678929,2016
D008607,2335110911,2016
D012559,2335110911,2016
D019955,2546017593,2016
D001289,2546017593,2016
D008607,2409254980,2016
D008607,2409254980,2016
D001523,2465627243,2016
D003865,2473306823,2016
D001068,2566411106,2016
D001321,2328476799,2016
D001321,2328476799,2016
D019964,2261707148,2016
D001714,2406426927,2016
D012559,2345937195,2016
D012559,2537573550,2016
D012559,2537573550,2016
D003865,2490918653,2016
D001523,2329925186,2016
D001523,2519199200,2016
D001523,2520350502,2016
D001523,2261748974,2016
D001714,2538898996,2016
D001523,2492404805,2016
D001523,2493396497,2016
D001523,2527960525,2016
D001289,2335803398,2016
D001068,2521251587,2016
D001068,2521251587,2016
D001321,4253420748,2016
D001714,2261312026,2016
D001714,2261312026,2016
D001289,2333384665,2016
D001714,2531782453,2016
D012559,2517185059,2016
D001523,2427148158,2016
D001523,2427148158,2016
D001008,2581936452,2016
D001008,2581936452,2016
D012559,2550446128,2016
D008607,2532972384,2016
D001523,2532972384,2016
D008607,2532972384,2016
D001523,2532972384,2016
D001289,2399938595,2016
D012559,2518296348,2016
D008607,2273932565,2016
D001289,2273932565,2016
D001523,2551963127,2016
D001523,2551963127,2016
D012559,2538091636,2016
D012559,2538091636,2016
D001289,2463766811,2016
D001289,2463766811,2016
D001523,2300664218,2016
D001523,2585057179,2016
D008607,2521740527,2016
D012559,2437074689,2016
D012559,2437074689,2016
D008607,2506282429,2016
D001321,2399862428,2016
D012559,2399862428,2016
D019955,2474936407,2016
D012559,2543889232,2016
D008607,2343262227,2016
D003865,2509823844,2016
D001714,2330596008,2016
D012559,2430831277,2016
D012559,2430831277,2016
D001523,2326282064,2016
D001523,2345420584,2016
D019955,2554597927,2016
D001289,2554597927,2016
D001289,2547501356,2016
D008607,2403173295,2016
D001321,2444471388,2016
D001289,2551506657,2016
D012559,2492845944,2016
D001523,2411660023,2016
D001523,2294038093,2016
D003865,2343034011,2016
D001523,2422364127,2016
D008607,2560104815,2016
D012559,2562768475,2016
D012559,2562768475,2016
D003865,2336257495,2016
D001008,2336257495,2016
D001714,2530783730,2016
D001523,2505710764,2016
D001714,2561071246,2016
D008607,2552861452,2016
D008607,2319690456,2016
D001068,2260167343,2016
D003865,2295251998,2016
D001523,2547510765,2016
D001523,2318739923,2016
D001523,4234586236,2016
D012559,2510756972,2016
D001523,61228705,2016
D001068,2560218378,2016
D001068,2290136698,2016
D001523,2324038425,2016
D001289,2409127462,2016
D012559,2275595485,2016
D012559,2275595485,2016
D001289,2336331068,2016
D001289,2336331068,2016
D001008,2399022778,2016
D001714,2399022778,2016
D003865,2399022778,2016
D001321,2512830570,2016
D001523,2416760274,2016
D001523,2416760274,2016
D012559,2528627417,2016
D001523,2397670511,2016
D012559,2426661731,2016
D001523,2415856039,2016
D001523,2415856039,2016
D001714,2521888552,2016
D001714,2521888552,2016
D001714,2257497952,2016
D001068,2512543050,2016
D001068,2512543050,2016
D001523,2484765416,2016
D001523,2551687269,2016
D001523,2551687269,2016
D003865,2567611517,2016
D001008,2567611517,2016
D003865,2508559840,2016
D001068,2462685566,2016
D003865,2395054068,2016
D003865,2395054068,2016
D003865,2541364372,2016
D001714,2258719822,2016
D001714,2258719822,2016
D001714,2510750155,2016
D012559,2417750756,2016
D000856,2214308857,2016
D000856,2214308857,2016
D001714,2567139622,2016
D001523,2511027120,2016
D008607,2531702166,2016
D008607,2255386843,2016
D001008,2491948161,2016
D001008,2491948161,2016
D001523,2520643613,2016
D001289,2416638556,2016
D001523,2277623188,2016
D001714,2346688287,2016
D012559,2555764228,2016
D001321,2563998335,2016
D001523,4252528209,2016
D001714,2426490919,2016
D001523,2325688614,2016
D001523,2409930559,2016
D001289,2504492558,2016
D019955,2548125788,2016
D012559,2547700142,2016
D001321,2542352894,2016
D001068,2474702479,2016
D001321,2250643504,2016
D001008,2346494957,2016
D001289,2346494957,2016
D019955,2346494957,2016
D003865,2527817871,2016
D012559,2304541662,2016
D012559,2304541662,2016
D001523,2418362442,2016
D000856,2527914310,2016
D019964,2514638220,2016
D001289,2514638220,2016
D001289,2345658935,2016
D001523,2513038336,2016
D001523,2519794976,2016
D001289,2553149284,2016
D001523,2566098055,2016
D012559,2554869121,2016
D008607,2551442268,2016
D003865,2507470169,2016
D003865,2507470169,2016
D012559,2507391870,2016
D001289,2413408942,2016
D001523,2336774353,2016
D001523,2336774353,2016
D001289,2531273771,2016
D001714,2262195310,2016
D001523,2565608270,2016
D001289,2513986192,2016
D012559,2524183596,2016
D001714,2524183596,2016
D001289,2531685648,2016
D003865,2538078583,2016
D001523,2569967573,2016
D001008,2298366945,2016
D001008,2298366945,2016
D019955,2484464823,2016
D012559,2520889271,2016
D008607,2519976089,2016
D001523,2294447300,2016
D012559,2552237477,2016
D019964,2542611566,2016
D003865,2426326859,2016
D001523,2409978936,2016
D001321,2276586942,2016
D001321,2276586942,2016
D012559,2565171448,2016
D001714,2543240419,2016
D001714,2543240419,2016
D001068,2530248356,2016
D001068,2530248356,2016
D001714,2473578618,2016
D001008,2405567949,2016
D001008,2405567949,2016
D001289,2520919860,2016
D001523,2336119079,2016
D001523,2336119079,2016
D012559,2552432680,2016
D001523,2526581479,2016
D001289,2236698423,2016
D001008,2296988442,2016
D012559,2279966727,2016
D008607,2342622017,2016
D012559,2199028058,2016
D001523,2470080448,2016
D001523,2470080448,2016
D003865,4234800351,2016
D001289,2517735657,2016
D012559,2563132269,2016
D001008,2351945246,2016
D012559,2225218376,2016
D019964,2558440216,2016
D001714,2523515278,2016
D001714,2412580951,2016
D001008,2563285887,2016
D001008,2563285887,2016
D000856,2233277436,2016
D001321,2427410434,2016
D001008,2227785996,2016
D001523,2346287668,2016
D008607,2416314370,2016
D008607,2416314370,2016
D001523,2494252203,2016
D001523,2494252203,2016
D012559,2254066932,2016
D001523,2262968583,2016
D019955,2487063892,2016
D019964,2487063892,2016
D001523,2198327302,2016
D001008,2399053491,2016
D003865,2399053491,2016
D001068,2544581032,2016
D003865,2552006566,2016
D001523,2529831845,2016
D003865,2292995650,2016
D003865,2292995650,2016
D001714,2502606291,2016
D003865,2314259154,2016
D003865,2314259154,2016
D001523,2295360223,2016
D001523,2295360223,2016
D003865,2464353467,2016
D019955,2464353467,2016
D003865,2517672503,2016
D001714,2264693713,2016
D001714,2264693713,2016
D001289,2564050511,2016
D001008,2474261437,2016
D012559,1922040228,2016
D001321,2527663610,2016
D001714,2414600137,2016
D003865,2556428935,2016
D001523,2293498602,2016
D012559,2551959612,2016
D001321,2344427192,2016
D003865,2413944963,2016
D019964,2530883017,2016
D001523,2553000013,2016
D008607,2346614021,2016
D001523,2554139635,2016
D001523,2554139635,2016
D012559,4231215255,2016
D001523,2344928956,2016
D001523,2406266728,2016
D001523,2406266728,2016
D001714,2408689046,2016
D012559,2405154458,2016
D001523,2549854172,2016
D001523,2549854172,2016
D000856,2462045421,2016
D001523,2329569272,2016
D001523,2329569272,2016
D001523,2474217729,2016
D001523,2276140665,2016
D001008,2342082033,2016
D001008,2228586168,2016
D001523,2467613612,2016
D003865,2475190537,2016
D001714,2475190537,2016
D012559,2466527678,2016
D001523,2548856198,2016
D001523,2531909163,2016
D001523,2564773570,2016
D001008,2518449383,2016
D001523,2343278275,2016
D001008,2419150983,2016
D001523,2518839745,2016
D001523,2518839745,2016
D001523,2463195126,2016
D000856,2274421716,2016
D001523,2394693813,2016
D012559,2409265836,2016
D012559,2409265836,2016
D012559,2345372726,2016
D012559,2223895726,2016
D001289,2547622173,2016
D019955,2547622173,2016
D001523,2341236428,2016
D001523,2341236428,2016
D008607,2568803348,2016
D001523,2346474552,2016
D001523,2532477502,2016
D012559,2473717100,2016
D012559,2520041086,2016
D001289,2339464862,2016
D012559,2399632209,2016
D012559,2437170195,2016
D001523,2557998444,2016
D001714,2405082648,2016
D001523,2337892393,2016
D001523,2522843773,2016
D003865,2416407254,2016
D001008,2416407254,2016
D001008,2415434411,2016
D001523,2415434411,2016
D001321,2419142558,2016
D001008,2280344805,2016
D001008,2280344805,2016
D012559,2343776711,2016
D003865,2343776711,2016
D001523,2521607924,2016
D001523,2521607924,2016
D012559,2284618638,2016
D012559,2284618638,2016
D008607,2480203146,2016
D008607,1154300833,2016
D012559,2326858993,2016
D008607,2405274940,2016
D003865,2563238462,2016
D003865,2346505682,2016
D012559,2428065046,2016
D012559,2514915572,2016
D001289,2557818422,2016
D001523,2409960192,2016
D001714,2298669055,2016
D001714,2298669055,2016
D003865,2298669055,2016
D003865,2298669055,2016
D001523,2543834114,2016
D001523,2548230214,2016
D001714,2517974589,2016
D001523,2282712195,2016
D003865,2279591508,2016
D012559,2417349586,2016
D008607,2307798976,2016
D001523,2330276560,2016
D001523,2523802407,2016
D001523,2523802407,2016
D003865,2415884407,2016
D003865,2415884407,2016
D001321,2461357566,2016
D001321,2461357566,2016
D001068,2554239553,2016
D000856,2345881395,2016
D000856,2345881395,2016
D000856,2395299385,2016
D000856,2395299385,2016
D003865,2558937961,2016
D012559,1969060266,2016
D003865,2345736023,2016
D001523,2521321072,2016
D001068,2521321072,2016
D000856,2408963354,2016
D052018,2408963354,2016
D008607,2239869719,2016
D001523,2542997801,2016
D012559,2551756308,2016
D001714,2551756308,2016
D001523,2487518901,2016
D008607,2510242507,2016
D001289,2337511933,2016
D001523,2521660150,2016
D001714,2343833623,2016
D008607,2280997612,2016
D012559,2102214149,2016
D001321,2461380805,2016
D003865,2480706242,2016
D003865,2463907271,2016
D001523,2415354988,2016
D001008,2288822157,2016
D001008,2288822157,2016
D001523,2341170882,2016
D003865,2339590318,2016
D001523,2652007168,2016
D001289,2524698883,2016
D019964,2559137866,2016
D019964,2559137866,2016
D003865,2563425063,2016
D001321,2566601517,2016
D001523,2560704363,2016
D001523,2531043290,2016
D001523,2560374732,2016
D012559,2530803789,2016
D003865,2345568568,2016
D019964,2329383091,2016
D003865,2529942904,2016
D001008,2519418579,2016
D003865,2360007430,2016
D001714,2342432631,2016
D001523,2284881864,2016
D001523,2531495822,2016
D001523,2531495822,2016
D001289,2341199448,2016
D001068,2561833092,2016
D003865,2414637068,2016
D001714,2408850144,2016
D001289,2479913801,2016
D008607,2333886639,2016
D012559,2523251572,2016
D001523,2509777908,2016
D001523,2410158255,2016
D001068,2410158255,2016
D001523,2410158255,2016
D003865,2527907972,2016
D001523,2551512795,2016
D000856,2610814280,2016
D001289,2278243891,2016
D012559,2250974712,2016
D012559,2373296486,2016
D001714,2522504391,2016
D001289,2461884466,2016
D001289,2414506112,2016
D001068,2319459540,2016
D008607,2280996362,2016
D012559,2289649783,2016
D008607,2514483743,2016
